入库时间,站点编号,站点名称,平面坐标系X,平面坐标系y,观测时间,当前雨量开始时间,当前雨量结束时间,当前雨量(毫米),近1小时雨量开始时间,近1小时雨量结束时间,近1小时雨量(毫米),近3小时雨量开始时间,近3小时雨量结束时间,近3小时雨量(毫米)
2017/6/13 4:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 4:10:00,2017/6/13 4:00:00,2017/6/13 4:10:00,0,2017/6/13 3:10:00,2017/6/13 4:10:00,0,2017/6/13 1:10:00,2017/6/13 4:10:00,0
2017/6/13 4:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 4:10:00,2017/6/13 4:00:00,2017/6/13 4:10:00,0,2017/6/13 3:10:00,2017/6/13 4:10:00,0,2017/6/13 1:10:00,2017/6/13 4:10:00,0
2017/6/13 4:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 4:20:00,2017/6/13 4:00:00,2017/6/13 4:20:00,0,2017/6/13 3:20:00,2017/6/13 4:20:00,0,2017/6/13 1:20:00,2017/6/13 4:20:00,0
2017/6/13 4:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 4:30:00,2017/6/13 4:00:00,2017/6/13 4:30:00,0,2017/6/13 3:30:00,2017/6/13 4:30:00,0,2017/6/13 1:30:00,2017/6/13 4:30:00,0
2017/6/13 4:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 4:40:00,2017/6/13 4:00:00,2017/6/13 4:40:00,0,2017/6/13 3:40:00,2017/6/13 4:40:00,0,2017/6/13 1:40:00,2017/6/13 4:40:00,0
2017/6/13 5:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 4:50:00,2017/6/13 4:00:00,2017/6/13 4:50:00,0,2017/6/13 3:50:00,2017/6/13 4:50:00,0,2017/6/13 1:50:00,2017/6/13 4:50:00,0
2017/6/13 5:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 5:10:00,2017/6/13 5:00:00,2017/6/13 5:10:00,0,2017/6/13 4:10:00,2017/6/13 5:10:00,0,2017/6/13 2:10:00,2017/6/13 5:10:00,0
2017/6/13 5:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 5:10:00,2017/6/13 5:00:00,2017/6/13 5:10:00,0,2017/6/13 4:10:00,2017/6/13 5:10:00,0,2017/6/13 2:10:00,2017/6/13 5:10:00,0
2017/6/13 5:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 5:20:00,2017/6/13 5:00:00,2017/6/13 5:20:00,0,2017/6/13 4:20:00,2017/6/13 5:20:00,0,2017/6/13 2:20:00,2017/6/13 5:20:00,0
2017/6/13 5:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 5:40:00,2017/6/13 5:00:00,2017/6/13 5:40:00,0,2017/6/13 4:40:00,2017/6/13 5:40:00,0,2017/6/13 2:40:00,2017/6/13 5:40:00,0
2017/6/13 5:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 5:40:00,2017/6/13 5:00:00,2017/6/13 5:40:00,0,2017/6/13 4:40:00,2017/6/13 5:40:00,0,2017/6/13 2:40:00,2017/6/13 5:40:00,0
2017/6/13 6:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 5:50:00,2017/6/13 5:00:00,2017/6/13 5:50:00,0,2017/6/13 4:50:00,2017/6/13 5:50:00,0,2017/6/13 2:50:00,2017/6/13 5:50:00,0
2017/6/13 6:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 6:10:00,2017/6/13 6:00:00,2017/6/13 6:10:00,0,2017/6/13 5:10:00,2017/6/13 6:10:00,0,2017/6/13 3:10:00,2017/6/13 6:10:00,0
2017/6/13 6:26:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 6:10:00,2017/6/13 6:00:00,2017/6/13 6:10:00,0,2017/6/13 5:10:00,2017/6/13 6:10:00,0,2017/6/13 3:10:00,2017/6/13 6:10:00,0
2017/6/13 6:36:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 6:30:00,2017/6/13 6:00:00,2017/6/13 6:30:00,0,2017/6/13 5:30:00,2017/6/13 6:30:00,0,2017/6/13 3:30:00,2017/6/13 6:30:00,0
2017/6/13 6:46:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 6:30:00,2017/6/13 6:00:00,2017/6/13 6:30:00,0,2017/6/13 5:30:00,2017/6/13 6:30:00,0,2017/6/13 3:30:00,2017/6/13 6:30:00,0
2017/6/13 6:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 6:40:00,2017/6/13 6:00:00,2017/6/13 6:40:00,0,2017/6/13 5:40:00,2017/6/13 6:40:00,0,2017/6/13 3:40:00,2017/6/13 6:40:00,0
2017/6/13 7:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 6:50:00,2017/6/13 6:00:00,2017/6/13 6:50:00,0,2017/6/13 5:50:00,2017/6/13 6:50:00,0,2017/6/13 3:50:00,2017/6/13 6:50:00,0
2017/6/13 7:16:09,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 7:10:00,2017/6/13 7:00:00,2017/6/13 7:10:00,0,2017/6/13 6:10:00,2017/6/13 7:10:00,0,2017/6/13 4:10:00,2017/6/13 7:10:00,0
2017/6/13 7:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 7:20:00,2017/6/13 7:00:00,2017/6/13 7:20:00,0,2017/6/13 6:20:00,2017/6/13 7:20:00,0,2017/6/13 4:20:00,2017/6/13 7:20:00,0
2017/6/13 7:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 7:20:00,2017/6/13 7:00:00,2017/6/13 7:20:00,0,2017/6/13 6:20:00,2017/6/13 7:20:00,0,2017/6/13 4:20:00,2017/6/13 7:20:00,0
2017/6/13 7:46:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 7:40:00,2017/6/13 7:00:00,2017/6/13 7:40:00,0,2017/6/13 6:40:00,2017/6/13 7:40:00,0,2017/6/13 4:40:00,2017/6/13 7:40:00,0
2017/6/13 7:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 7:50:00,2017/6/13 7:00:00,2017/6/13 7:50:00,0,2017/6/13 6:50:00,2017/6/13 7:50:00,0,2017/6/13 4:50:00,2017/6/13 7:50:00,0
2017/6/13 8:06:06,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 7:50:00,2017/6/13 7:00:00,2017/6/13 7:50:00,0,2017/6/13 6:50:00,2017/6/13 7:50:00,0,2017/6/13 4:50:00,2017/6/13 7:50:00,0
2017/6/13 8:16:06,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 8:00:00,2017/6/13 7:00:00,2017/6/13 8:00:00,0,2017/6/13 7:00:00,2017/6/13 8:00:00,0,2017/6/13 5:00:00,2017/6/13 8:00:00,0
2017/6/13 8:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 8:10:00,2017/6/13 8:00:00,2017/6/13 8:10:00,0,2017/6/13 7:10:00,2017/6/13 8:10:00,0,2017/6/13 5:10:00,2017/6/13 8:10:00,0
2017/6/13 8:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 8:20:00,2017/6/13 8:00:00,2017/6/13 8:20:00,0.1,2017/6/13 7:20:00,2017/6/13 8:20:00,0.1,2017/6/13 5:20:00,2017/6/13 8:20:00,0.1
2017/6/13 8:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 8:30:00,2017/6/13 8:00:00,2017/6/13 8:30:00,0.1,2017/6/13 7:30:00,2017/6/13 8:30:00,0.1,2017/6/13 5:30:00,2017/6/13 8:30:00,0.1
2017/6/13 8:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 8:40:00,2017/6/13 8:00:00,2017/6/13 8:40:00,0.1,2017/6/13 7:40:00,2017/6/13 8:40:00,0.1,2017/6/13 5:40:00,2017/6/13 8:40:00,0.1
2017/6/13 9:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 8:50:00,2017/6/13 8:00:00,2017/6/13 8:50:00,1.3,2017/6/13 7:50:00,2017/6/13 8:50:00,1.3,2017/6/13 5:50:00,2017/6/13 8:50:00,1.3
2017/6/13 9:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 9:00:00,2017/6/13 8:00:00,2017/6/13 9:00:00,1.7,2017/6/13 8:00:00,2017/6/13 9:00:00,1.7,2017/6/13 6:00:00,2017/6/13 9:00:00,1.7
2017/6/13 9:26:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 9:20:00,2017/6/13 9:00:00,2017/6/13 9:20:00,0.7,2017/6/13 8:20:00,2017/6/13 9:20:00,2.3,2017/6/13 6:20:00,2017/6/13 9:20:00,2.4
2017/6/13 9:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 9:20:00,2017/6/13 9:00:00,2017/6/13 9:20:00,0.7,2017/6/13 8:20:00,2017/6/13 9:20:00,2.3,2017/6/13 6:20:00,2017/6/13 9:20:00,2.4
2017/6/13 9:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 9:40:00,2017/6/13 9:00:00,2017/6/13 9:40:00,0.7,2017/6/13 8:40:00,2017/6/13 9:40:00,2.3,2017/6/13 6:40:00,2017/6/13 9:40:00,2.4
2017/6/13 9:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 9:40:00,2017/6/13 9:00:00,2017/6/13 9:40:00,0.7,2017/6/13 8:40:00,2017/6/13 9:40:00,2.3,2017/6/13 6:40:00,2017/6/13 9:40:00,2.4
2017/6/14 0:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/13 23:50:00,2017/6/13 23:00:00,2017/6/13 23:50:00,0.4,2017/6/13 22:50:00,2017/6/13 23:50:00,0.4,2017/6/13 20:50:00,2017/6/13 23:50:00,0.4
2017/6/14 0:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14,2017/6/13 23:00:00,2017/6/14,0.5,2017/6/13 23:00:00,2017/6/14,0.5,2017/6/13 21:00:00,2017/6/14,0.5
2017/6/14 0:26:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 0:10:00,2017/6/14,2017/6/14 0:10:00,0,2017/6/13 23:10:00,2017/6/14 0:10:00,0.5,2017/6/13 21:10:00,2017/6/14 0:10:00,0.5
2017/6/14 0:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 0:20:00,2017/6/14,2017/6/14 0:20:00,0,2017/6/13 23:20:00,2017/6/14 0:20:00,0.4,2017/6/13 21:20:00,2017/6/14 0:20:00,0.5
2017/6/14 0:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 0:40:00,2017/6/14,2017/6/14 0:40:00,0,2017/6/13 23:40:00,2017/6/14 0:40:00,0.2,2017/6/13 21:40:00,2017/6/14 0:40:00,0.5
2017/6/14 0:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 0:50:00,2017/6/14,2017/6/14 0:50:00,0,2017/6/13 23:50:00,2017/6/14 0:50:00,0.1,2017/6/13 21:50:00,2017/6/14 0:50:00,0.5
2017/6/14 1:06:06,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 0:50:00,2017/6/14,2017/6/14 0:50:00,0,2017/6/13 23:50:00,2017/6/14 0:50:00,0.1,2017/6/13 21:50:00,2017/6/14 0:50:00,0.5
2017/6/14 1:16:06,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 1:00:00,2017/6/14,2017/6/14 1:00:00,0,2017/6/14,2017/6/14 1:00:00,0,2017/6/13 22:00:00,2017/6/14 1:00:00,0.5
2017/6/14 1:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 1:10:00,2017/6/14 1:00:00,2017/6/14 1:10:00,0,2017/6/14 0:10:00,2017/6/14 1:10:00,0,2017/6/13 22:10:00,2017/6/14 1:10:00,0.5
2017/6/14 1:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 1:20:00,2017/6/14 1:00:00,2017/6/14 1:20:00,0,2017/6/14 0:20:00,2017/6/14 1:20:00,0,2017/6/13 22:20:00,2017/6/14 1:20:00,0.5
2017/6/14 1:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 1:30:00,2017/6/14 1:00:00,2017/6/14 1:30:00,0,2017/6/14 0:30:00,2017/6/14 1:30:00,0,2017/6/13 22:30:00,2017/6/14 1:30:00,0.5
2017/6/14 1:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 1:50:00,2017/6/14 1:00:00,2017/6/14 1:50:00,0,2017/6/14 0:50:00,2017/6/14 1:50:00,0,2017/6/13 22:50:00,2017/6/14 1:50:00,0.5
2017/6/14 10:06:09,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 9:50:00,2017/6/14 9:00:00,2017/6/14 9:50:00,0,2017/6/14 8:50:00,2017/6/14 9:50:00,0,2017/6/14 6:50:00,2017/6/14 9:50:00,0
2017/6/14 10:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 10:00:00,2017/6/14 9:00:00,2017/6/14 10:00:00,0,2017/6/14 9:00:00,2017/6/14 10:00:00,0,2017/6/14 7:00:00,2017/6/14 10:00:00,0
2017/6/14 10:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 10:10:00,2017/6/14 10:00:00,2017/6/14 10:10:00,0,2017/6/14 9:10:00,2017/6/14 10:10:00,0,2017/6/14 7:10:00,2017/6/14 10:10:00,0
2017/6/14 10:36:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 10:30:00,2017/6/14 10:00:00,2017/6/14 10:30:00,0,2017/6/14 9:30:00,2017/6/14 10:30:00,0,2017/6/14 7:30:00,2017/6/14 10:30:00,0
2017/6/14 10:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 10:40:00,2017/6/14 10:00:00,2017/6/14 10:40:00,0,2017/6/14 9:40:00,2017/6/14 10:40:00,0,2017/6/14 7:40:00,2017/6/14 10:40:00,0
2017/6/14 10:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 10:50:00,2017/6/14 10:00:00,2017/6/14 10:50:00,0,2017/6/14 9:50:00,2017/6/14 10:50:00,0,2017/6/14 7:50:00,2017/6/14 10:50:00,0
2017/6/14 11:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 10:50:00,2017/6/14 10:00:00,2017/6/14 10:50:00,0,2017/6/14 9:50:00,2017/6/14 10:50:00,0,2017/6/14 7:50:00,2017/6/14 10:50:00,0
2017/6/14 11:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 11:00:00,2017/6/14 10:00:00,2017/6/14 11:00:00,0,2017/6/14 10:00:00,2017/6/14 11:00:00,0,2017/6/14 8:00:00,2017/6/14 11:00:00,0
2017/6/14 11:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 11:10:00,2017/6/14 11:00:00,2017/6/14 11:10:00,0,2017/6/14 10:10:00,2017/6/14 11:10:00,0,2017/6/14 8:10:00,2017/6/14 11:10:00,0
2017/6/14 11:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 11:20:00,2017/6/14 11:00:00,2017/6/14 11:20:00,0,2017/6/14 10:20:00,2017/6/14 11:20:00,0,2017/6/14 8:20:00,2017/6/14 11:20:00,0
2017/6/14 11:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 11:40:00,2017/6/14 11:00:00,2017/6/14 11:40:00,0,2017/6/14 10:40:00,2017/6/14 11:40:00,0,2017/6/14 8:40:00,2017/6/14 11:40:00,0
2017/6/14 11:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 11:50:00,2017/6/14 11:00:00,2017/6/14 11:50:00,0,2017/6/14 10:50:00,2017/6/14 11:50:00,0,2017/6/14 8:50:00,2017/6/14 11:50:00,0
2017/6/14 12:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 11:50:00,2017/6/14 11:00:00,2017/6/14 11:50:00,0,2017/6/14 10:50:00,2017/6/14 11:50:00,0,2017/6/14 8:50:00,2017/6/14 11:50:00,0
2017/6/14 12:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 12:10:00,2017/6/14 12:00:00,2017/6/14 12:10:00,0,2017/6/14 11:10:00,2017/6/14 12:10:00,0,2017/6/14 9:10:00,2017/6/14 12:10:00,0
2017/6/14 12:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 12:10:00,2017/6/14 12:00:00,2017/6/14 12:10:00,0,2017/6/14 11:10:00,2017/6/14 12:10:00,0,2017/6/14 9:10:00,2017/6/14 12:10:00,0
2017/6/14 12:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 12:20:00,2017/6/14 12:00:00,2017/6/14 12:20:00,0,2017/6/14 11:20:00,2017/6/14 12:20:00,0,2017/6/14 9:20:00,2017/6/14 12:20:00,0
2017/6/14 12:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 12:30:00,2017/6/14 12:00:00,2017/6/14 12:30:00,0,2017/6/14 11:30:00,2017/6/14 12:30:00,0,2017/6/14 9:30:00,2017/6/14 12:30:00,0
2017/6/14 12:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 12:50:00,2017/6/14 12:00:00,2017/6/14 12:50:00,0,2017/6/14 11:50:00,2017/6/14 12:50:00,0,2017/6/14 9:50:00,2017/6/14 12:50:00,0
2017/6/14 13:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 13:00:00,2017/6/14 12:00:00,2017/6/14 13:00:00,0,2017/6/14 12:00:00,2017/6/14 13:00:00,0,2017/6/14 10:00:00,2017/6/14 13:00:00,0
2017/6/14 13:16:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 13:00:00,2017/6/14 12:00:00,2017/6/14 13:00:00,0,2017/6/14 12:00:00,2017/6/14 13:00:00,0,2017/6/14 10:00:00,2017/6/14 13:00:00,0
2017/6/14 13:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 13:20:00,2017/6/14 13:00:00,2017/6/14 13:20:00,0.4,2017/6/14 12:20:00,2017/6/14 13:20:00,0.4,2017/6/14 10:20:00,2017/6/14 13:20:00,0.4
2017/6/14 13:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 13:20:00,2017/6/14 13:00:00,2017/6/14 13:20:00,0.4,2017/6/14 12:20:00,2017/6/14 13:20:00,0.4,2017/6/14 10:20:00,2017/6/14 13:20:00,0.4
2017/6/14 13:46:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 13:30:00,2017/6/14 13:00:00,2017/6/14 13:30:00,0.8,2017/6/14 12:30:00,2017/6/14 13:30:00,0.8,2017/6/14 10:30:00,2017/6/14 13:30:00,0.8
2017/6/14 13:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 13:40:00,2017/6/14 13:00:00,2017/6/14 13:40:00,1,2017/6/14 12:40:00,2017/6/14 13:40:00,1,2017/6/14 10:40:00,2017/6/14 13:40:00,1
2017/6/14 14:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 13:50:00,2017/6/14 13:00:00,2017/6/14 13:50:00,1.1,2017/6/14 12:50:00,2017/6/14 13:50:00,1.1,2017/6/14 10:50:00,2017/6/14 13:50:00,1.1
2017/6/14 14:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 14:20:00,2017/6/14 14:00:00,2017/6/14 14:20:00,0,2017/6/14 13:20:00,2017/6/14 14:20:00,0.7,2017/6/14 11:20:00,2017/6/14 14:20:00,1.1
2017/6/14 14:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 14:20:00,2017/6/14 14:00:00,2017/6/14 14:20:00,0,2017/6/14 13:20:00,2017/6/14 14:20:00,0.7,2017/6/14 11:20:00,2017/6/14 14:20:00,1.1
2017/6/14 14:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 14:40:00,2017/6/14 14:00:00,2017/6/14 14:40:00,0,2017/6/14 13:40:00,2017/6/14 14:40:00,0.1,2017/6/14 11:40:00,2017/6/14 14:40:00,1.1
2017/6/14 14:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 14:50:00,2017/6/14 14:00:00,2017/6/14 14:50:00,0,2017/6/14 13:50:00,2017/6/14 14:50:00,0,2017/6/14 11:50:00,2017/6/14 14:50:00,1.1
2017/6/14 15:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 15:00:00,2017/6/14 14:00:00,2017/6/14 15:00:00,0,2017/6/14 14:00:00,2017/6/14 15:00:00,0,2017/6/14 12:00:00,2017/6/14 15:00:00,1.1
2017/6/14 15:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 15:10:00,2017/6/14 15:00:00,2017/6/14 15:10:00,0,2017/6/14 14:10:00,2017/6/14 15:10:00,0,2017/6/14 12:10:00,2017/6/14 15:10:00,1.1
2017/6/14 15:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 15:20:00,2017/6/14 15:00:00,2017/6/14 15:20:00,0.1,2017/6/14 14:20:00,2017/6/14 15:20:00,0.1,2017/6/14 12:20:00,2017/6/14 15:20:00,1.2
2017/6/14 15:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 15:30:00,2017/6/14 15:00:00,2017/6/14 15:30:00,0.5,2017/6/14 14:30:00,2017/6/14 15:30:00,0.5,2017/6/14 12:30:00,2017/6/14 15:30:00,1.6
2017/6/14 15:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 15:40:00,2017/6/14 15:00:00,2017/6/14 15:40:00,1,2017/6/14 14:40:00,2017/6/14 15:40:00,1,2017/6/14 12:40:00,2017/6/14 15:40:00,2.1
2017/6/14 15:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 15:50:00,2017/6/14 15:00:00,2017/6/14 15:50:00,1.2,2017/6/14 14:50:00,2017/6/14 15:50:00,1.2,2017/6/14 12:50:00,2017/6/14 15:50:00,2.3
2017/6/14 16:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 16:00:00,2017/6/14 15:00:00,2017/6/14 16:00:00,1.4,2017/6/14 15:00:00,2017/6/14 16:00:00,1.4,2017/6/14 13:00:00,2017/6/14 16:00:00,2.5
2017/6/14 16:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 16:10:00,2017/6/14 16:00:00,2017/6/14 16:10:00,0.2,2017/6/14 15:10:00,2017/6/14 16:10:00,1.6,2017/6/14 13:10:00,2017/6/14 16:10:00,2.6
2017/6/14 16:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 16:20:00,2017/6/14 16:00:00,2017/6/14 16:20:00,0.3,2017/6/14 15:20:00,2017/6/14 16:20:00,1.6,2017/6/14 13:20:00,2017/6/14 16:20:00,2.4
2017/6/14 16:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 16:30:00,2017/6/14 16:00:00,2017/6/14 16:30:00,1.4,2017/6/14 15:30:00,2017/6/14 16:30:00,2.3,2017/6/14 13:30:00,2017/6/14 16:30:00,3.1
2017/6/14 16:46:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 16:40:00,2017/6/14 16:00:00,2017/6/14 16:40:00,2.6,2017/6/14 15:40:00,2017/6/14 16:40:00,3,2017/6/14 13:40:00,2017/6/14 16:40:00,4.1
2017/6/14 16:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 16:50:00,2017/6/14 16:00:00,2017/6/14 16:50:00,4.6,2017/6/14 15:50:00,2017/6/14 16:50:00,4.8,2017/6/14 13:50:00,2017/6/14 16:50:00,6
2017/6/14 17:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 17:00:00,2017/6/14 16:00:00,2017/6/14 17:00:00,5.8,2017/6/14 16:00:00,2017/6/14 17:00:00,5.8,2017/6/14 14:00:00,2017/6/14 17:00:00,7.2
2017/6/14 17:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 17:10:00,2017/6/14 17:00:00,2017/6/14 17:10:00,1.3,2017/6/14 16:10:00,2017/6/14 17:10:00,6.9,2017/6/14 14:10:00,2017/6/14 17:10:00,8.5
2017/6/14 17:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 17:20:00,2017/6/14 17:00:00,2017/6/14 17:20:00,2.2,2017/6/14 16:20:00,2017/6/14 17:20:00,7.7,2017/6/14 14:20:00,2017/6/14 17:20:00,9.4
2017/6/14 17:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 17:30:00,2017/6/14 17:00:00,2017/6/14 17:30:00,3.6,2017/6/14 16:30:00,2017/6/14 17:30:00,8,2017/6/14 14:30:00,2017/6/14 17:30:00,10.8
2017/6/14 17:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 17:30:00,2017/6/14 17:00:00,2017/6/14 17:30:00,3.6,2017/6/14 16:30:00,2017/6/14 17:30:00,8,2017/6/14 14:30:00,2017/6/14 17:30:00,10.8
2017/6/14 17:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 17:50:00,2017/6/14 17:00:00,2017/6/14 17:50:00,5.8,2017/6/14 16:50:00,2017/6/14 17:50:00,7,2017/6/14 14:50:00,2017/6/14 17:50:00,13
2017/6/14 18:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 17:50:00,2017/6/14 17:00:00,2017/6/14 17:50:00,5.8,2017/6/14 16:50:00,2017/6/14 17:50:00,7,2017/6/14 14:50:00,2017/6/14 17:50:00,13
2017/6/14 18:16:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 18:00:00,2017/6/14 17:00:00,2017/6/14 18:00:00,8.3,2017/6/14 17:00:00,2017/6/14 18:00:00,8.3,2017/6/14 15:00:00,2017/6/14 18:00:00,15.5
2017/6/14 18:26:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 18:10:00,2017/6/14 18:00:00,2017/6/14 18:10:00,2,2017/6/14 17:10:00,2017/6/14 18:10:00,9,2017/6/14 15:10:00,2017/6/14 18:10:00,17.5
2017/6/14 18:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 18:20:00,2017/6/14 18:00:00,2017/6/14 18:20:00,2.4,2017/6/14 17:20:00,2017/6/14 18:20:00,8.5,2017/6/14 15:20:00,2017/6/14 18:20:00,17.8
2017/6/14 18:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 18:40:00,2017/6/14 18:00:00,2017/6/14 18:40:00,2.6,2017/6/14 17:40:00,2017/6/14 18:40:00,6.5,2017/6/14 15:40:00,2017/6/14 18:40:00,17.1
2017/6/14 18:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 18:50:00,2017/6/14 18:00:00,2017/6/14 18:50:00,2.6,2017/6/14 17:50:00,2017/6/14 18:50:00,5.1,2017/6/14 15:50:00,2017/6/14 18:50:00,16.9
2017/6/14 19:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/14 19:00:00,2017/6/14 18:00:00,2017/6/14 19:00:00,2.6,2017/6/14 18:00:00,2017/6/14 19:00:00,2.6,2017/6/14 16:00:00,2017/6/14 19:00:00,16.7
