入库时间,站点编号,站点名称,平面坐标系X,平面坐标系y,观测时间,当前雨量开始时间,当前雨量结束时间,当前雨量(毫米),近1小时雨量开始时间,近1小时雨量结束时间,近1小时雨量(毫米),近3小时雨量开始时间,近3小时雨量结束时间,近3小时雨量(毫米)
2017/6/23 9:26:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/23 9:10:00,2017/6/23 9:00:00,2017/6/23 9:10:00,0,2017/6/23 8:10:00,2017/6/23 9:10:00,0,2017/6/23 6:10:00,2017/6/23 9:10:00,0
2017/6/23 9:36:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/23 9:20:00,2017/6/23 9:00:00,2017/6/23 9:20:00,0,2017/6/23 8:20:00,2017/6/23 9:20:00,0,2017/6/23 6:20:00,2017/6/23 9:20:00,0
2017/6/23 9:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/23 9:30:00,2017/6/23 9:00:00,2017/6/23 9:30:00,0,2017/6/23 8:30:00,2017/6/23 9:30:00,0,2017/6/23 6:30:00,2017/6/23 9:30:00,0
2017/6/23 9:56:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/23 9:40:00,2017/6/23 9:00:00,2017/6/23 9:40:00,0,2017/6/23 8:40:00,2017/6/23 9:40:00,0,2017/6/23 6:40:00,2017/6/23 9:40:00,0
2017/6/24 0:06:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24,2017/6/23 23:00:00,2017/6/24,0,2017/6/23 23:00:00,2017/6/24,0,2017/6/23 21:00:00,2017/6/24,0
2017/6/24 0:16:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 0:10:00,2017/6/24,2017/6/24 0:10:00,0,2017/6/23 23:10:00,2017/6/24 0:10:00,0,2017/6/23 21:10:00,2017/6/24 0:10:00,0
2017/6/24 0:26:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 0:20:00,2017/6/24,2017/6/24 0:20:00,0,2017/6/23 23:20:00,2017/6/24 0:20:00,0,2017/6/23 21:20:00,2017/6/24 0:20:00,0
2017/6/24 0:36:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 0:30:00,2017/6/24,2017/6/24 0:30:00,0,2017/6/23 23:30:00,2017/6/24 0:30:00,0,2017/6/23 21:30:00,2017/6/24 0:30:00,0
2017/6/24 0:46:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 0:40:00,2017/6/24,2017/6/24 0:40:00,0,2017/6/23 23:40:00,2017/6/24 0:40:00,0,2017/6/23 21:40:00,2017/6/24 0:40:00,0
2017/6/24 0:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 0:50:00,2017/6/24,2017/6/24 0:50:00,0,2017/6/23 23:50:00,2017/6/24 0:50:00,0,2017/6/23 21:50:00,2017/6/24 0:50:00,0
2017/6/24 1:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 1:00:00,2017/6/24,2017/6/24 1:00:00,0,2017/6/24,2017/6/24 1:00:00,0,2017/6/23 22:00:00,2017/6/24 1:00:00,0
2017/6/24 1:16:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 1:10:00,2017/6/24 1:00:00,2017/6/24 1:10:00,0,2017/6/24 0:10:00,2017/6/24 1:10:00,0,2017/6/23 22:10:00,2017/6/24 1:10:00,0
2017/6/24 1:26:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 1:20:00,2017/6/24 1:00:00,2017/6/24 1:20:00,0,2017/6/24 0:20:00,2017/6/24 1:20:00,0,2017/6/23 22:20:00,2017/6/24 1:20:00,0
2017/6/24 1:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 1:30:00,2017/6/24 1:00:00,2017/6/24 1:30:00,0,2017/6/24 0:30:00,2017/6/24 1:30:00,0,2017/6/23 22:30:00,2017/6/24 1:30:00,0
2017/6/24 1:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 1:40:00,2017/6/24 1:00:00,2017/6/24 1:40:00,0,2017/6/24 0:40:00,2017/6/24 1:40:00,0,2017/6/23 22:40:00,2017/6/24 1:40:00,0
2017/6/24 1:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 1:50:00,2017/6/24 1:00:00,2017/6/24 1:50:00,0,2017/6/24 0:50:00,2017/6/24 1:50:00,0,2017/6/23 22:50:00,2017/6/24 1:50:00,0
2017/6/24 10:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 9:50:00,2017/6/24 9:00:00,2017/6/24 9:50:00,0,2017/6/24 8:50:00,2017/6/24 9:50:00,0,2017/6/24 6:50:00,2017/6/24 9:50:00,0
2017/6/24 10:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 10:00:00,2017/6/24 9:00:00,2017/6/24 10:00:00,0,2017/6/24 9:00:00,2017/6/24 10:00:00,0,2017/6/24 7:00:00,2017/6/24 10:00:00,0
2017/6/24 10:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 10:20:00,2017/6/24 10:00:00,2017/6/24 10:20:00,0,2017/6/24 9:20:00,2017/6/24 10:20:00,0,2017/6/24 7:20:00,2017/6/24 10:20:00,0
2017/6/24 10:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 10:30:00,2017/6/24 10:00:00,2017/6/24 10:30:00,0,2017/6/24 9:30:00,2017/6/24 10:30:00,0,2017/6/24 7:30:00,2017/6/24 10:30:00,0
2017/6/24 10:46:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 10:30:00,2017/6/24 10:00:00,2017/6/24 10:30:00,0,2017/6/24 9:30:00,2017/6/24 10:30:00,0,2017/6/24 7:30:00,2017/6/24 10:30:00,0
2017/6/24 10:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 10:40:00,2017/6/24 10:00:00,2017/6/24 10:40:00,0,2017/6/24 9:40:00,2017/6/24 10:40:00,0,2017/6/24 7:40:00,2017/6/24 10:40:00,0
2017/6/24 11:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 10:50:00,2017/6/24 10:00:00,2017/6/24 10:50:00,0,2017/6/24 9:50:00,2017/6/24 10:50:00,0,2017/6/24 7:50:00,2017/6/24 10:50:00,0
2017/6/24 11:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 11:00:00,2017/6/24 10:00:00,2017/6/24 11:00:00,0,2017/6/24 10:00:00,2017/6/24 11:00:00,0,2017/6/24 8:00:00,2017/6/24 11:00:00,0
2017/6/24 11:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 11:20:00,2017/6/24 11:00:00,2017/6/24 11:20:00,0,2017/6/24 10:20:00,2017/6/24 11:20:00,0,2017/6/24 8:20:00,2017/6/24 11:20:00,0
2017/6/24 11:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 11:30:00,2017/6/24 11:00:00,2017/6/24 11:30:00,0,2017/6/24 10:30:00,2017/6/24 11:30:00,0,2017/6/24 8:30:00,2017/6/24 11:30:00,0
2017/6/24 11:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 11:40:00,2017/6/24 11:00:00,2017/6/24 11:40:00,0,2017/6/24 10:40:00,2017/6/24 11:40:00,0,2017/6/24 8:40:00,2017/6/24 11:40:00,0
2017/6/24 11:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 11:40:00,2017/6/24 11:00:00,2017/6/24 11:40:00,0,2017/6/24 10:40:00,2017/6/24 11:40:00,0,2017/6/24 8:40:00,2017/6/24 11:40:00,0
2017/6/24 12:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 11:50:00,2017/6/24 11:00:00,2017/6/24 11:50:00,0,2017/6/24 10:50:00,2017/6/24 11:50:00,0,2017/6/24 8:50:00,2017/6/24 11:50:00,0
2017/6/24 12:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 12:00:00,2017/6/24 11:00:00,2017/6/24 12:00:00,0,2017/6/24 11:00:00,2017/6/24 12:00:00,0,2017/6/24 9:00:00,2017/6/24 12:00:00,0
2017/6/24 12:26:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 12:10:00,2017/6/24 12:00:00,2017/6/24 12:10:00,0,2017/6/24 11:10:00,2017/6/24 12:10:00,0,2017/6/24 9:10:00,2017/6/24 12:10:00,0
2017/6/24 12:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 12:30:00,2017/6/24 12:00:00,2017/6/24 12:30:00,0,2017/6/24 11:30:00,2017/6/24 12:30:00,0,2017/6/24 9:30:00,2017/6/24 12:30:00,0
2017/6/24 12:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 12:40:00,2017/6/24 12:00:00,2017/6/24 12:40:00,0,2017/6/24 11:40:00,2017/6/24 12:40:00,0,2017/6/24 9:40:00,2017/6/24 12:40:00,0
2017/6/24 12:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 12:50:00,2017/6/24 12:00:00,2017/6/24 12:50:00,0,2017/6/24 11:50:00,2017/6/24 12:50:00,0,2017/6/24 9:50:00,2017/6/24 12:50:00,0
2017/6/24 13:06:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 12:50:00,2017/6/24 12:00:00,2017/6/24 12:50:00,0,2017/6/24 11:50:00,2017/6/24 12:50:00,0,2017/6/24 9:50:00,2017/6/24 12:50:00,0
2017/6/24 13:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 13:00:00,2017/6/24 12:00:00,2017/6/24 13:00:00,0,2017/6/24 12:00:00,2017/6/24 13:00:00,0,2017/6/24 10:00:00,2017/6/24 13:00:00,0
2017/6/24 13:26:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 13:10:00,2017/6/24 13:00:00,2017/6/24 13:10:00,0,2017/6/24 12:10:00,2017/6/24 13:10:00,0,2017/6/24 10:10:00,2017/6/24 13:10:00,0
2017/6/24 13:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 13:20:00,2017/6/24 13:00:00,2017/6/24 13:20:00,0,2017/6/24 12:20:00,2017/6/24 13:20:00,0,2017/6/24 10:20:00,2017/6/24 13:20:00,0
2017/6/24 13:46:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 13:40:00,2017/6/24 13:00:00,2017/6/24 13:40:00,0,2017/6/24 12:40:00,2017/6/24 13:40:00,0,2017/6/24 10:40:00,2017/6/24 13:40:00,0
2017/6/24 13:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 13:40:00,2017/6/24 13:00:00,2017/6/24 13:40:00,0,2017/6/24 12:40:00,2017/6/24 13:40:00,0,2017/6/24 10:40:00,2017/6/24 13:40:00,0
2017/6/24 14:06:09,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 13:50:00,2017/6/24 13:00:00,2017/6/24 13:50:00,0,2017/6/24 12:50:00,2017/6/24 13:50:00,0,2017/6/24 10:50:00,2017/6/24 13:50:00,0
2017/6/24 14:16:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 14:10:00,2017/6/24 14:00:00,2017/6/24 14:10:00,0,2017/6/24 13:10:00,2017/6/24 14:10:00,0,2017/6/24 11:10:00,2017/6/24 14:10:00,0
2017/6/24 14:26:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 14:10:00,2017/6/24 14:00:00,2017/6/24 14:10:00,0,2017/6/24 13:10:00,2017/6/24 14:10:00,0,2017/6/24 11:10:00,2017/6/24 14:10:00,0
2017/6/24 14:36:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 14:20:00,2017/6/24 14:00:00,2017/6/24 14:20:00,0,2017/6/24 13:20:00,2017/6/24 14:20:00,0,2017/6/24 11:20:00,2017/6/24 14:20:00,0
2017/6/24 14:46:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 14:30:00,2017/6/24 14:00:00,2017/6/24 14:30:00,0,2017/6/24 13:30:00,2017/6/24 14:30:00,0,2017/6/24 11:30:00,2017/6/24 14:30:00,0
2017/6/24 14:56:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 14:40:00,2017/6/24 14:00:00,2017/6/24 14:40:00,0,2017/6/24 13:40:00,2017/6/24 14:40:00,0,2017/6/24 11:40:00,2017/6/24 14:40:00,0
2017/6/24 15:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 14:50:00,2017/6/24 14:00:00,2017/6/24 14:50:00,0,2017/6/24 13:50:00,2017/6/24 14:50:00,0,2017/6/24 11:50:00,2017/6/24 14:50:00,0
2017/6/24 2:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 2:00:00,2017/6/24 1:00:00,2017/6/24 2:00:00,0,2017/6/24 1:00:00,2017/6/24 2:00:00,0,2017/6/23 23:00:00,2017/6/24 2:00:00,0
2017/6/24 2:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 2:10:00,2017/6/24 2:00:00,2017/6/24 2:10:00,0,2017/6/24 1:10:00,2017/6/24 2:10:00,0,2017/6/23 23:10:00,2017/6/24 2:10:00,0
2017/6/24 2:26:06,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 2:20:00,2017/6/24 2:00:00,2017/6/24 2:20:00,0,2017/6/24 1:20:00,2017/6/24 2:20:00,0,2017/6/23 23:20:00,2017/6/24 2:20:00,0
2017/6/24 2:36:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 2:30:00,2017/6/24 2:00:00,2017/6/24 2:30:00,0,2017/6/24 1:30:00,2017/6/24 2:30:00,0,2017/6/23 23:30:00,2017/6/24 2:30:00,0
2017/6/24 2:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 2:40:00,2017/6/24 2:00:00,2017/6/24 2:40:00,0,2017/6/24 1:40:00,2017/6/24 2:40:00,0,2017/6/23 23:40:00,2017/6/24 2:40:00,0
2017/6/24 2:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 2:40:00,2017/6/24 2:00:00,2017/6/24 2:40:00,0,2017/6/24 1:40:00,2017/6/24 2:40:00,0,2017/6/23 23:40:00,2017/6/24 2:40:00,0
2017/6/24 20:06:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 20:00:00,2017/6/24 19:00:00,2017/6/24 20:00:00,0,2017/6/24 19:00:00,2017/6/24 20:00:00,0,2017/6/24 17:00:00,2017/6/24 20:00:00,0
2017/6/24 20:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 20:10:00,2017/6/24 20:00:00,2017/6/24 20:10:00,0,2017/6/24 19:10:00,2017/6/24 20:10:00,0,2017/6/24 17:10:00,2017/6/24 20:10:00,0
2017/6/24 20:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 20:20:00,2017/6/24 20:00:00,2017/6/24 20:20:00,0,2017/6/24 19:20:00,2017/6/24 20:20:00,0,2017/6/24 17:20:00,2017/6/24 20:20:00,0
2017/6/24 20:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 20:30:00,2017/6/24 20:00:00,2017/6/24 20:30:00,0,2017/6/24 19:30:00,2017/6/24 20:30:00,0,2017/6/24 17:30:00,2017/6/24 20:30:00,0
2017/6/24 20:46:09,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 20:40:00,2017/6/24 20:00:00,2017/6/24 20:40:00,0,2017/6/24 19:40:00,2017/6/24 20:40:00,0,2017/6/24 17:40:00,2017/6/24 20:40:00,0
2017/6/24 20:56:09,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 20:50:00,2017/6/24 20:00:00,2017/6/24 20:50:00,0,2017/6/24 19:50:00,2017/6/24 20:50:00,0,2017/6/24 17:50:00,2017/6/24 20:50:00,0
2017/6/24 21:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 20:50:00,2017/6/24 20:00:00,2017/6/24 20:50:00,0,2017/6/24 19:50:00,2017/6/24 20:50:00,0,2017/6/24 17:50:00,2017/6/24 20:50:00,0
2017/6/24 21:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 21:00:00,2017/6/24 20:00:00,2017/6/24 21:00:00,0,2017/6/24 20:00:00,2017/6/24 21:00:00,0,2017/6/24 18:00:00,2017/6/24 21:00:00,0
2017/6/24 21:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 21:20:00,2017/6/24 21:00:00,2017/6/24 21:20:00,0,2017/6/24 20:20:00,2017/6/24 21:20:00,0,2017/6/24 18:20:00,2017/6/24 21:20:00,0
2017/6/24 21:36:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 21:30:00,2017/6/24 21:00:00,2017/6/24 21:30:00,0,2017/6/24 20:30:00,2017/6/24 21:30:00,0,2017/6/24 18:30:00,2017/6/24 21:30:00,0
2017/6/24 21:46:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 21:40:00,2017/6/24 21:00:00,2017/6/24 21:40:00,0,2017/6/24 20:40:00,2017/6/24 21:40:00,0,2017/6/24 18:40:00,2017/6/24 21:40:00,0
2017/6/24 21:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 21:50:00,2017/6/24 21:00:00,2017/6/24 21:50:00,0,2017/6/24 20:50:00,2017/6/24 21:50:00,0,2017/6/24 18:50:00,2017/6/24 21:50:00,0
2017/6/24 22:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 22:00:00,2017/6/24 21:00:00,2017/6/24 22:00:00,0,2017/6/24 21:00:00,2017/6/24 22:00:00,0,2017/6/24 19:00:00,2017/6/24 22:00:00,0
2017/6/24 22:16:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 22:10:00,2017/6/24 22:00:00,2017/6/24 22:10:00,0,2017/6/24 21:10:00,2017/6/24 22:10:00,0,2017/6/24 19:10:00,2017/6/24 22:10:00,0
2017/6/24 22:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 22:20:00,2017/6/24 22:00:00,2017/6/24 22:20:00,0,2017/6/24 21:20:00,2017/6/24 22:20:00,0,2017/6/24 19:20:00,2017/6/24 22:20:00,0
2017/6/24 22:36:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 22:20:00,2017/6/24 22:00:00,2017/6/24 22:20:00,0,2017/6/24 21:20:00,2017/6/24 22:20:00,0,2017/6/24 19:20:00,2017/6/24 22:20:00,0
2017/6/24 22:46:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 22:30:00,2017/6/24 22:00:00,2017/6/24 22:30:00,0,2017/6/24 21:30:00,2017/6/24 22:30:00,0,2017/6/24 19:30:00,2017/6/24 22:30:00,0
2017/6/24 22:56:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 22:40:00,2017/6/24 22:00:00,2017/6/24 22:40:00,0,2017/6/24 21:40:00,2017/6/24 22:40:00,0,2017/6/24 19:40:00,2017/6/24 22:40:00,0
2017/6/24 23:06:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 22:50:00,2017/6/24 22:00:00,2017/6/24 22:50:00,0,2017/6/24 21:50:00,2017/6/24 22:50:00,0,2017/6/24 19:50:00,2017/6/24 22:50:00,0
2017/6/24 23:16:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 23:00:00,2017/6/24 22:00:00,2017/6/24 23:00:00,0,2017/6/24 22:00:00,2017/6/24 23:00:00,0,2017/6/24 20:00:00,2017/6/24 23:00:00,0
2017/6/24 23:26:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 23:10:00,2017/6/24 23:00:00,2017/6/24 23:10:00,0,2017/6/24 22:10:00,2017/6/24 23:10:00,0,2017/6/24 20:10:00,2017/6/24 23:10:00,0
2017/6/24 23:36:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 23:20:00,2017/6/24 23:00:00,2017/6/24 23:20:00,0,2017/6/24 22:20:00,2017/6/24 23:20:00,0,2017/6/24 20:20:00,2017/6/24 23:20:00,0
2017/6/24 23:46:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 23:40:00,2017/6/24 23:00:00,2017/6/24 23:40:00,0,2017/6/24 22:40:00,2017/6/24 23:40:00,0,2017/6/24 20:40:00,2017/6/24 23:40:00,0
2017/6/24 23:56:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 23:50:00,2017/6/24 23:00:00,2017/6/24 23:50:00,0,2017/6/24 22:50:00,2017/6/24 23:50:00,0,2017/6/24 20:50:00,2017/6/24 23:50:00,0
2017/6/24 3:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 2:50:00,2017/6/24 2:00:00,2017/6/24 2:50:00,0,2017/6/24 1:50:00,2017/6/24 2:50:00,0,2017/6/23 23:50:00,2017/6/24 2:50:00,0
2017/6/24 3:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 3:00:00,2017/6/24 2:00:00,2017/6/24 3:00:00,0,2017/6/24 2:00:00,2017/6/24 3:00:00,0,2017/6/24,2017/6/24 3:00:00,0
2017/6/24 3:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 3:10:00,2017/6/24 3:00:00,2017/6/24 3:10:00,0,2017/6/24 2:10:00,2017/6/24 3:10:00,0,2017/6/24 0:10:00,2017/6/24 3:10:00,0
2017/6/24 3:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 3:20:00,2017/6/24 3:00:00,2017/6/24 3:20:00,0,2017/6/24 2:20:00,2017/6/24 3:20:00,0,2017/6/24 0:20:00,2017/6/24 3:20:00,0
2017/6/24 3:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 3:30:00,2017/6/24 3:00:00,2017/6/24 3:30:00,0,2017/6/24 2:30:00,2017/6/24 3:30:00,0,2017/6/24 0:30:00,2017/6/24 3:30:00,0
2017/6/24 3:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 3:40:00,2017/6/24 3:00:00,2017/6/24 3:40:00,0,2017/6/24 2:40:00,2017/6/24 3:40:00,0,2017/6/24 0:40:00,2017/6/24 3:40:00,0
2017/6/24 4:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 3:50:00,2017/6/24 3:00:00,2017/6/24 3:50:00,0,2017/6/24 2:50:00,2017/6/24 3:50:00,0,2017/6/24 0:50:00,2017/6/24 3:50:00,0
2017/6/24 4:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 4:00:00,2017/6/24 3:00:00,2017/6/24 4:00:00,0,2017/6/24 3:00:00,2017/6/24 4:00:00,0,2017/6/24 1:00:00,2017/6/24 4:00:00,0
2017/6/24 4:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 4:10:00,2017/6/24 4:00:00,2017/6/24 4:10:00,0,2017/6/24 3:10:00,2017/6/24 4:10:00,0,2017/6/24 1:10:00,2017/6/24 4:10:00,0
2017/6/24 4:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 4:20:00,2017/6/24 4:00:00,2017/6/24 4:20:00,0,2017/6/24 3:20:00,2017/6/24 4:20:00,0,2017/6/24 1:20:00,2017/6/24 4:20:00,0
2017/6/24 4:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 4:40:00,2017/6/24 4:00:00,2017/6/24 4:40:00,0,2017/6/24 3:40:00,2017/6/24 4:40:00,0,2017/6/24 1:40:00,2017/6/24 4:40:00,0
2017/6/24 4:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 4:50:00,2017/6/24 4:00:00,2017/6/24 4:50:00,0,2017/6/24 3:50:00,2017/6/24 4:50:00,0,2017/6/24 1:50:00,2017/6/24 4:50:00,0
2017/6/24 5:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 5:00:00,2017/6/24 4:00:00,2017/6/24 5:00:00,0,2017/6/24 4:00:00,2017/6/24 5:00:00,0,2017/6/24 2:00:00,2017/6/24 5:00:00,0
2017/6/24 5:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 5:10:00,2017/6/24 5:00:00,2017/6/24 5:10:00,0,2017/6/24 4:10:00,2017/6/24 5:10:00,0,2017/6/24 2:10:00,2017/6/24 5:10:00,0
2017/6/24 5:26:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 5:10:00,2017/6/24 5:00:00,2017/6/24 5:10:00,0,2017/6/24 4:10:00,2017/6/24 5:10:00,0,2017/6/24 2:10:00,2017/6/24 5:10:00,0
2017/6/24 5:36:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 5:20:00,2017/6/24 5:00:00,2017/6/24 5:20:00,0,2017/6/24 4:20:00,2017/6/24 5:20:00,0,2017/6/24 2:20:00,2017/6/24 5:20:00,0
2017/6/24 5:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 5:30:00,2017/6/24 5:00:00,2017/6/24 5:30:00,0,2017/6/24 4:30:00,2017/6/24 5:30:00,0,2017/6/24 2:30:00,2017/6/24 5:30:00,0
2017/6/24 5:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 5:40:00,2017/6/24 5:00:00,2017/6/24 5:40:00,0,2017/6/24 4:40:00,2017/6/24 5:40:00,0,2017/6/24 2:40:00,2017/6/24 5:40:00,0
2017/6/24 6:06:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 5:50:00,2017/6/24 5:00:00,2017/6/24 5:50:00,0,2017/6/24 4:50:00,2017/6/24 5:50:00,0,2017/6/24 2:50:00,2017/6/24 5:50:00,0
2017/6/24 6:16:08,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 6:10:00,2017/6/24 6:00:00,2017/6/24 6:10:00,0,2017/6/24 5:10:00,2017/6/24 6:10:00,0,2017/6/24 3:10:00,2017/6/24 6:10:00,0
2017/6/24 6:26:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 6:20:00,2017/6/24 6:00:00,2017/6/24 6:20:00,0,2017/6/24 5:20:00,2017/6/24 6:20:00,0,2017/6/24 3:20:00,2017/6/24 6:20:00,0
2017/6/24 6:36:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 6:30:00,2017/6/24 6:00:00,2017/6/24 6:30:00,0,2017/6/24 5:30:00,2017/6/24 6:30:00,0,2017/6/24 3:30:00,2017/6/24 6:30:00,0
2017/6/24 6:46:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 6:30:00,2017/6/24 6:00:00,2017/6/24 6:30:00,0,2017/6/24 5:30:00,2017/6/24 6:30:00,0,2017/6/24 3:30:00,2017/6/24 6:30:00,0
2017/6/24 6:56:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 6:40:00,2017/6/24 6:00:00,2017/6/24 6:40:00,0,2017/6/24 5:40:00,2017/6/24 6:40:00,0,2017/6/24 3:40:00,2017/6/24 6:40:00,0
2017/6/24 7:06:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 7:00:00,2017/6/24 6:00:00,2017/6/24 7:00:00,0,2017/6/24 6:00:00,2017/6/24 7:00:00,0,2017/6/24 4:00:00,2017/6/24 7:00:00,0
2017/6/24 7:16:07,F1001,奥体中心,427463.220891693,2879831.72600656,2017/6/24 7:10:00,2017/6/24 7:00:00,2017/6/24 7:10:00,0,2017/6/24 6:10:00,2017/6/24 7:10:00,0,2017/6/24 4:10:00,2017/6/24 7:10:00,0
